signal id;x;y;time;signal state
352;654510.3913899665;4946528.555217131;19446.0;GREEN
355;654473.8721333703;4946512.242822346;19446.0;RED
527;654515.7350875862;4946496.930319629;19466.0;GREEN
530;654499.9005263615;4946533.654630517;19466.0;RED
2153;652679.2672700504;4947686.42468062;19466.0;GREEN
2156;652643.4715158606;4947704.275130741;19466.0;RED
2157;652649.6968765225;4947701.159576189;19466.0;RED
2160;652613.7229381826;4947718.648865293;19466.0;GREEN
763;652965.8020270551;4946861.410030423;19466.0;GREEN
202;654538.4066623301;4946540.811418572;19466.0;RED
205;654501.7450862566;4946524.813642484;19466.0;GREEN
1866;654509.6311381037;4946514.599568103;19466.0;RED
1869;654491.2132318158;4946550.092172825;19466.0;GREEN
352;654510.3913899665;4946528.555217131;19466.0;RED
355;654473.8721333703;4946512.242822346;19466.0;GREEN
527;654515.7350875862;4946496.930319629;19486.0;RED
530;654499.9005263615;4946533.654630517;19486.0;GREEN
2153;652679.2672700504;4947686.42468062;19486.0;RED
2156;652643.4715158606;4947704.275130741;19486.0;GREEN
2157;652649.6968765225;4947701.159576189;19486.0;GREEN
2160;652613.7229381826;4947718.648865293;19486.0;RED
763;652965.8020270551;4946861.410030423;19486.0;GREEN
202;654538.4066623301;4946540.811418572;19486.0;GREEN
205;654501.7450862566;4946524.813642484;19486.0;RED
1866;654509.6311381037;4946514.599568103;19486.0;GREEN
1869;654491.2132318158;4946550.092172825;19486.0;RED
352;654510.3913899665;4946528.555217131;19486.0;GREEN
355;654473.8721333703;4946512.242822346;19486.0;RED
527;654515.7350875862;4946496.930319629;19506.0;GREEN
530;654499.9005263615;4946533.654630517;19506.0;RED
2153;652679.2672700504;4947686.42468062;19506.0;GREEN
2156;652643.4715158606;4947704.275130741;19506.0;RED
2157;652649.6968765225;4947701.159576189;19506.0;RED
2160;652613.7229381826;4947718.648865293;19506.0;GREEN
763;652965.8020270551;4946861.410030423;19506.0;GREEN
202;654538.4066623301;4946540.811418572;19506.0;RED
205;654501.7450862566;4946524.813642484;19506.0;GREEN
1866;654509.6311381037;4946514.599568103;19506.0;RED
1869;654491.2132318158;4946550.092172825;19506.0;GREEN
352;654510.3913899665;4946528.555217131;19506.0;RED
355;654473.8721333703;4946512.242822346;19506.0;GREEN
527;654515.7350875862;4946496.930319629;19526.0;RED
530;654499.9005263615;4946533.654630517;19526.0;GREEN
2153;652679.2672700504;4947686.42468062;19526.0;RED
2156;652643.4715158606;4947704.275130741;19526.0;GREEN
2157;652649.6968765225;4947701.159576189;19526.0;GREEN
2160;652613.7229381826;4947718.648865293;19526.0;RED
763;652965.8020270551;4946861.410030423;19526.0;GREEN
202;654538.4066623301;4946540.811418572;19526.0;GREEN
205;654501.7450862566;4946524.813642484;19526.0;RED
1866;654509.6311381037;4946514.599568103;19526.0;GREEN
1869;654491.2132318158;4946550.092172825;19526.0;RED
352;654510.3913899665;4946528.555217131;19526.0;GREEN
355;654473.8721333703;4946512.242822346;19526.0;RED
527;654515.7350875862;4946496.930319629;19546.0;GREEN
530;654499.9005263615;4946533.654630517;19546.0;RED
2153;652679.2672700504;4947686.42468062;19546.0;GREEN
2156;652643.4715158606;4947704.275130741;19546.0;RED
2157;652649.6968765225;4947701.159576189;19546.0;RED
2160;652613.7229381826;4947718.648865293;19546.0;GREEN
763;652965.8020270551;4946861.410030423;19546.0;GREEN
202;654538.4066623301;4946540.811418572;19546.0;RED
205;654501.7450862566;4946524.813642484;19546.0;GREEN
1866;654509.6311381037;4946514.599568103;19546.0;RED
1869;654491.2132318158;4946550.092172825;19546.0;GREEN
352;654510.3913899665;4946528.555217131;19546.0;RED
355;654473.8721333703;4946512.242822346;19546.0;GREEN
527;654515.7350875862;4946496.930319629;19566.0;RED
530;654499.9005263615;4946533.654630517;19566.0;GREEN
2153;652679.2672700504;4947686.42468062;19566.0;RED
2156;652643.4715158606;4947704.275130741;19566.0;GREEN
2157;652649.6968765225;4947701.159576189;19566.0;GREEN
2160;652613.7229381826;4947718.648865293;19566.0;RED
763;652965.8020270551;4946861.410030423;19566.0;GREEN
202;654538.4066623301;4946540.811418572;19566.0;GREEN
205;654501.7450862566;4946524.813642484;19566.0;RED
